document_modified,term_localName,term_isDefinedBy,term_created,term_modified,term_deprecated,replaces_term,replaces1_term,replaces2_term,label,rdfs_comment,dcterms_description,examples,Type,tdwgutility_abcdEquivalence,tdwgutility_organizedInClass,tdwgutility_decision,tdwgutility_usageScope
2020-07-26T09:45:40-05:00,DWC:earliestEpochOrLowestSeries,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries,,,Earliest Epoch Or Lowest Series,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Holocene`, `Pleistocene`, `Ibexian Series`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
2020-07-26T09:45:40-05:00,DWC:earliestEraOrLowestErathem,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem,,,Earliest Era Or Lowest Erathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Cenozoic`, `Mesozoic`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
2020-07-26T09:45:40-05:00,DWC:earliestPeriodOrLowestSystem,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem,,,Earliest Period Or Lowest System,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,,"`Neogene`, `Tertiary`, `Quaternary`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
2020-08-20T11:03:29-05:00,DWC:endDayOfYear,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-20,,http://rs.tdwg.org/dwc/dwcore/DayOfYear,,,End Day Of Year,"The latest integer day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).",,"`1` (1 January). `32` (1 February). `366` (31 December). `365` (30 December in a leap year, 31 December in a non-leap year).",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberEnd,http://rs.tdwg.org/dwc/terms/Event,,simple
2017-09-23T06:53:00-05:00,DWC:EndTimeOfDay,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,http://www.iobis.org/obis/EndTimeOfDay,,,End Time of Day,"The time of day when the event ended, expressed as decimal hours from midnight, local time.","Examples: ""12.0"" (= noon), ""13.5"" (= 1:30pm)",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/DateTime/TimeOfDayEnd,http://rs.tdwg.org/dwc/terms/Event,,
2021-03-29T14:59:30-05:00,DWC:establishmentMeans,http://rs.tdwg.org/dwc/terms/,2009-04-24,2021-03-29,,,,,Establishment Means,Statement about whether an organism or organisms have been introduced to a given place and time through the direct or indirect activity of modern humans.,"Recommended best practice is to use controlled value strings from the controlled vocabulary designated for use with this term, listed at http://rs.tdwg.org/dwc/doc/em/. For details, refer to https://doi.org/10.3897/biss.3.38084","`native`, `nativeReintroduced`, `introduced`, `introducedAssistedColonisation`, `vagrant`, `uncertain`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/EstablishmentMeans,http://rs.tdwg.org/dwc/terms/Occurrence,,simple
2020-07-26T19:35:47-05:00,DWC:Event,http://rs.tdwg.org/dwc/terms/,2009-04-29,2018-09-06,,http://rs.tdwg.org/dwc/terms/SamplingEvent,,,Event,An action that occurs at some location during some time.,,A specimen collection process. A camera trap image capture.  A marine trawl.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
2017-09-23T06:53:00-05:00,DWC:EventAttribute,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute,Container class for information about attributes related to a given sampling event.,,,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeAccuracy,http://rs.tdwg.org/dwc/terms/,2009-01-18,2009-04-24,True,,,,Event Attribute Accuracy,The description of the error associated with the EventAttributeValue.,"Example: ""0.01"", ""normal distribution with variation of 2 m""",,owl:ObjectProperty,DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeDeterminedBy,http://rs.tdwg.org/dwc/terms/,2009-01-23,2009-04-24,True,,,,Event Attribute Determined By,The agent responsible for having determined the value of the measurement or characteristic of the sampling event.,"Example: ""Robert Hijmans""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeDeterminedDate,http://rs.tdwg.org/dwc/terms/,2009-01-23,2009-04-24,True,,,,Event Attribute Determined Date,The date on which the the measurement or characteristic of the sampling event was made.,"Date may be used to express temporal information at any level of granularity. Recommended best practice is to use an encoding scheme, such as the W3CDTF profile of ISO 8601 [W3CDTF].",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeID,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute ID,An identifier for the event attribute. May be a global unique identifier or an identifier specific to the data set.,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeRemarks,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute Remarks,Comments or notes accompanying the measurement or characteristic of the sampling event.,"Example: ""temperature taken at 15:00""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:eventAttributes,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,,,,Event Attributes,A list (concatenated and separated) of additional measurements or characteristics of the Event.,"Example: ""Relative humidity: 28 %; Temperature: 22 C; Sample size: 10 kg""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,http://rs.tdwg.org/dwc/terms/Event,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeType,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute Type,The nature of the measurement or characteristic of the sampling event. Recommended best practice is to use a controlled vocabulary.,"Example: ""Temperature""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeUnit,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute Unit,The units for the value of the measurement or characteristic of the sampling event. Recommended best practice is to use International System of Units (SI) units.,"Example: ""C""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2017-09-23T06:53:00-05:00,DWC:EventAttributeValue,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Event Attribute,The value of the measurement or characteristic of the sampling event.,"Example: ""22""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,http://rs.tdwg.org/dwc/terms/EventAttribute,,
2020-08-12T14:26:44-05:00,DWC:eventDate,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-12,,http://rs.tdwg.org/dwc/terms/EarliestDateCollected,http://rs.tdwg.org/dwc/terms/LatestDateCollected,,Event Date,"The date-time or interval during which an Event occurred. For occurrences, this is the date-time when the event was recorded. Not suitable for a time in a geological context.",Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-0600` (8 Mar 1963 at 2:07pm in the time zone six hours earlier than UTC). `2009-02-20T08:40Z` (20 February 2009 8:40am UTC). `2018-08-29T15:19` (3:19pm local time on 29 August 2018). `1809-02-12` (some time during 12 February 1809). `1906-06` (some time in June 1906). `1971` (some time in the year 1971). `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time during the interval between 1 March 2007 1pm UTC and 11 May 2008 3:30pm UTC). `1900/1909` (some time during the interval between the beginning of the year 1900 and the end of the year 1909). `2007-11-13/15` (some time in the interval between 13 November 2007 and 15 November 2007).,owl:ObjectProperty,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-07-26T09:45:40-05:00,DWC:eventID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/terms/SamplingEventID,,,Event ID,An identifier for the set of information associated with an Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.,,`INBO:VIS:Ev:00009375`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,simple
2017-09-23T06:53:00-05:00,DWC:EventMeasurement,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-10-09,True,,,,Event Measurement,The category of information pertaining to measurements associated with an event.,,,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts,http://rs.tdwg.org/dwc/terms/Event,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementAccuracy,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeAccuracy,,,Event Measurement Accuracy,The description of the error associated with the EventAttributeValue.,"Example: ""0.01"", ""normal distribution with variation of 2 m""",,owl:ObjectProperty,DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementDeterminedBy,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeDeterminedBy,,,Event Measurement Determined By,The agent responsible for having determined the value of the measurement or characteristic of the event.,"Example: ""Robert Hijmans""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementDeterminedDate,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeDeterminedDate,,,Event Measurement Determined Date,"The date on which the the measurement or characteristic of the event was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementID,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeID,,,Event Measurement ID,An identifier for the event attribute. May be a global unique identifier or an identifier specific to the data set.,,,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,,,,Event Measurement Remarks,Comments or notes accompanying the measurement or characteristic of the event.,"Example: ""temperature taken at 15:00""",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementType,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeType,,,Event Measurement Type,The nature of the measurement or characteristic of the event. Recommended best practice is to use a controlled vocabulary.,"Example: ""temperature""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementUnit,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeUnit,,,Event Measurement Unit,The units for the value of the measurement or characteristic of the event. Recommended best practice is to use International System of Units (SI) units.,"Example: ""C""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2017-09-23T06:53:00-05:00,DWC:eventMeasurementValue,http://rs.tdwg.org/dwc/terms/,2009-04-24,2009-10-09,True,http://rs.tdwg.org/dwc/terms/EventAttributeValue,,,Event Measurement Value,The value of the measurement or characteristic of the event.,"Example: ""22""",,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue,http://rs.tdwg.org/dwc/terms/EventMeasurement,,
2020-07-26T09:45:40-05:00,DWC:eventRemarks,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,,,,Event Remarks,Comments or notes about the Event.,,`After the recent rains the river is nearly at flood stage.`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Notes,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-08-12T14:26:44-05:00,DWC:eventTime,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-12,,http://rs.tdwg.org/dwc/terms/EndTimeOfDay,http://rs.tdwg.org/dwc/terms/StartTimeOfDay,,Event Time,The time or interval during which an Event occurred.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`14:07-0600` (2:07pm in the time zone six hours earlier than UTC). `08:40:21Z` (8:40:21am UTC). `13:00:00Z/15:30:00Z` (the interval between 1pm UTC and 3:30pm UTC).,owl:ObjectProperty,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-07-26T09:45:40-05:00,DWC:family,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Family,,,Family,The full scientific name of the family in which the taxon is classified.,,"`Felidae`, `Monocleaceae`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia,http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:fieldNotes,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/FieldNotes,,,Field Notes,"One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.",,`Notes available in the Grinnell-Miller Library.`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/FieldNotes,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-07-26T09:45:40-05:00,DWC:fieldNumber,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/curatorial/FieldNumber,,,Field Number,An identifier given to the event in the field. Often serves as a link between field notes and the Event.,,`RV Sol 87-03-08`,owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,simple
2020-08-20T11:03:29-05:00,DWC:footprintSpatialFit,http://rs.tdwg.org/dwc/terms/,2009-04-24,2020-08-20,,http://rs.tdwg.org/dwc/geospatial/FootprintSpatialFit,,,Footprint Spatial Fit,"The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left empty) if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the Georeferencing Best Practices, Chapman and Wieczorek, 2020 (https://doi.org/10.15468/doc-gg7h-s853).","`0`, `1`, `1.5708`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit,http://purl.org/dc/terms/Location,,simple
2021-07-27T08:04:18-05:00,DWC:footprintSRS,http://rs.tdwg.org/dwc/terms/,2009-07-06,2021-07-15,,,,,Footprint SRS,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geometry given in footprintWKT is based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`. It is also permitted to provide the SRS in Well-Known-Text, especially if no EPSG code provides the necessary values for the attributes of the SRS. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, nor of any verbatim coordinates - use the geodeticDatum and verbatimSRS instead.","`epsg:4326`, `GEOGCS[""GCS_WGS_1984"", DATUM[""D_WGS_1984"", SPHEROID[""WGS_1984"",6378137,298.257223563]], PRIMEM[""Greenwich"",0], UNIT[""Degree"",0.0174532925199433]]` (WKT for the standard WGS84 Spatial Reference System EPSG:4326)",owl:ObjectProperty,not in ABCD,http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:40-05:00,DWC:footprintWKT,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/geospatial/FootprintWKT,,,Footprint WKT,"A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.",,"`POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))` (the one-degree bounding box with opposite corners at longitude=10, latitude=20 and longitude=11, latitude=21)",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b),http://purl.org/dc/terms/Location,,simple
2020-07-26T09:45:40-05:00,DWC:formation,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation,,,Formation,The full name of the lithostratigraphic formation from which the cataloged item was collected.,,"`Notch Peak Formation`, `House Limestone`, `Fillmore Formation`",owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,simple
2020-07-26T19:35:47-05:00,DWC:FossilSpecimen,http://rs.tdwg.org/dwc/terms/,2014-10-23,2018-09-06,,http://rs.tdwg.org/dwc/dwctype/FossilSpecimen,,,Fossil Specimen,A preserved specimen that is a fossil.,,A body fossil. A coprolite. A gastrolith. An ichnofossil. A piece of a petrified tree.,http://www.w3.org/2000/01/rdf-schema#Class,RecordBasisEnum/FossileSpecimen,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
2017-09-23T06:53:00-05:00,DWC:Generalizations,http://rs.tdwg.org/dwc/terms/,2008-11-19,2009-04-24,True,,,,Generalizations,Actions taken to make the data as shared less specific or complete than in its original form. Suggests that alternative data of highly quality may be available on request.,"Examples: ""Coordinates generalized from original GPS coordinates to the nearest half degree grid cell"", ""locality information given only to nearest county"".",,owl:ObjectProperty,not in ABCD,http://rs.tdwg.org/dwc/terms/all,,
2020-07-26T09:45:40-05:00,DWC:genus,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/dwcore/Genus,,,Genus,The full scientific name of the genus in which the taxon is classified.,,"`Puma`, `Monoclea`",owl:ObjectProperty,{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Viral/GenusOrMonomial or DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/GenusOrMonomial},http://rs.tdwg.org/dwc/terms/Taxon,,simple
2020-07-26T09:45:40-05:00,DWC:geodeticDatum,http://rs.tdwg.org/dwc/terms/,2009-04-24,2017-10-06,,http://rs.tdwg.org/dwc/geospatial/GeodeticDatum,,,Geodetic Datum,"The ellipsoid, geodetic datum, or spatial reference system (SRS) upon which the geographic coordinates given in decimalLatitude and decimalLongitude as based.","Recommended best practice is to use the EPSG code of the SRS, if known. Otherwise use a controlled vocabulary for the name or code of the geodetic datum, if known. Otherwise use a controlled vocabulary for the name or code of the ellipsoid, if known. If none of these is known, use the value `unknown`.","`EPSG:4326`, `WGS84`, `NAD27`, `Campo Inchauspe`, `European 1950`, `Clarke 1866`, `unknown`",owl:ObjectProperty,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/SpatialDatum,http://purl.org/dc/terms/Location,,simple
2020-07-26T19:35:47-05:00,DWC:GeologicalContext,http://rs.tdwg.org/dwc/terms/,2009-07-06,2018-09-06,,,,,Geological Context,"Geological information, such as stratigraphy, that qualifies a region or place.",,A lithostratigraphic layer.,http://www.w3.org/2000/01/rdf-schema#Class,DataSets/DataSet/Units/Unit/Gathering/Stratigraphy,,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,extension
